#{"t_start": 1722443081.6461415, "env_id": "None"}
r,l,t
-2.638638872298196e+27,48,18.781821
-1.7002360568086588e+26,48,18.816193
-2.3640050188579205e+26,48,18.851584
-1.8004164317200343e+26,48,18.886098
-1.5635946417639013e+27,48,18.920306
-6.437547034537297e+26,48,18.955892
-7.195909794964249e+26,48,18.989829
-5.7579445052033475e+26,48,19.024069
-5.3416939564906823e+26,48,19.059024
-2.5673709066423896e+26,48,19.092853
-3.672683395374562e+26,48,19.126495
-1.7564188372440565e+26,48,19.161779
-5.91607729567997e+26,48,19.195746
-8.199232131754227e+26,48,19.229882
-3.0850159174141605e+27,48,19.265061
-1.6586845754602836e+27,48,19.299006
-1.5562116440626077e+27,48,19.332957
-1.4996396249356245e+27,48,19.368627
-3.98081547959793e+26,48,19.403001
-5.5274596291576405e+26,48,19.437264
-2.5106590649578195e+26,48,19.473169
-2.4161204568324791e+27,48,19.507362
-1.768742484100169e+27,48,19.541441
-9.627790480760463e+26,48,19.577427
-1.2420067810569233e+27,48,19.611097
-1.0824018443099636e+27,48,19.645226
-9.905451402060635e+26,48,19.681317
-5.9395392573402476e+26,48,19.715804
-5.2819497448321974e+26,48,19.749361
-5.65415180637652e+26,48,19.784581
-7.540244049802544e+26,48,19.964155
-2.1156915403659864e+26,48,19.998779
-1.964853508113042e+26,48,20.032848
-7.332449251534878e+26,48,20.068336
-4.276613272098907e+26,48,20.102443
-4.111924626241564e+25,48,20.136972
-1.938624244529516e+26,48,20.172222
-6.1497863670427046e+26,48,20.206465
-6.554105187647901e+26,48,20.24102
-1.0518546991191999e+27,48,20.276796
-8.508363828798282e+26,48,20.311076
-3.232648685507123e+26,48,20.345526
-4.181251126725025e+26,48,20.381404
-1.4706502690662655e+26,48,20.415299
-1.667235666575323e+27,48,20.449053
-3.735586949117217e+26,48,20.484419
-5.169772427234708e+26,48,20.518907
-9.377635216388575e+26,48,20.553367
-8.871150464527433e+26,48,20.58888
-1.0918498655200329e+27,48,20.623224
-6.105529181999548e+26,48,20.657522
-7.36744400176039e+26,48,20.693153
-5.370430101029589e+26,48,20.727441
-2.5148808707874375e+26,48,20.761737
-1.8973145337022614e+26,48,20.797526
-1.0042694149114643e+27,48,20.831952
-3.642413749324288e+26,48,20.866053
-1.2394177833761738e+27,48,20.901495
-1.0237088182228342e+27,48,20.935649
-1.3812054855464e+27,48,20.969317
-1.3864305626739996e+26,48,21.004859
-1.9220968715577956e+26,48,21.039066
-4.4589477273656756e+26,48,21.074403
-1.4557975990876138e+26,48,21.108118
-4.63238519014982e+26,48,21.141538
-5.5541872534044676e+26,48,21.17654
-1.1970050195640917e+27,48,21.210257
-6.355851291851308e+26,48,21.243883
-1.5634027119157582e+27,48,21.278944
-5.110721489053936e+26,48,21.313512
-1.9671292285189524e+27,48,21.347698
-1.031164512515186e+26,48,21.383092
-1.448353515526225e+27,48,21.417531
-1.6710133325359964e+27,48,21.601159
-1.343126086611051e+27,48,21.634997
-1.722742889281159e+26,48,21.66888
-7.636062674344562e+26,48,21.703826
-3.3465611677265124e+26,48,21.73756
-2.365540999853702e+25,48,21.771266
-1.8751493049371655e+27,48,21.806175
-1.638274873207342e+26,48,21.839707
-5.560767076736316e+26,48,21.873392
-1.4836133193105648e+27,48,21.908674
-6.530600265738605e+26,48,21.94244
-6.206058147314952e+26,48,21.976524
-5.5395160025810486e+26,48,22.011848
-3.617643222657851e+26,48,22.046132
-2.1735631260923753e+27,48,22.080549
-4.28696574821649e+26,48,22.115636
-3.357788249299136e+26,48,22.149568
-5.883596182734203e+27,48,22.183429
-4.225441782450578e+27,48,22.218547
-3.477747204644203e+26,48,22.252198
-4.218850157728279e+26,48,22.286047
-5.568741954866372e+27,48,22.321196
-1.1876124053987995e+26,48,22.354872
-2.2374947211448977e+26,48,22.388397
-3.1483753838720296e+26,48,22.423363
-1.5450682072686703e+26,48,22.457198
-2.0765625166880535e+26,48,22.492057
-2.5896412136044183e+26,48,22.526064
-9.297351297112696e+26,48,22.559925
-7.399234000793594e+26,48,22.594883
-6.36593202890253e+26,48,22.629157
-1.4354908009846554e+27,48,22.663362
-6.438683025244891e+26,48,22.698245
-9.118271909068235e+26,48,22.731974
-1.3187910277729712e+27,48,22.765723
-8.149377226983055e+26,48,22.8005
-6.672290677899363e+26,48,22.834267
-1.6766624794722295e+27,48,22.867937
-1.949290696468996e+27,48,22.903098
-8.209069832675499e+26,48,22.93698
-7.244910728678585e+26,48,22.971516
-1.9721309156270468e+26,48,23.007102
-2.195763328512068e+27,48,23.18279
-2.780698573671683e+26,48,23.218446
-4.04817593876043e+26,48,23.252996
-1.0717574367705493e+27,48,23.287314
-8.343377571030785e+26,48,23.322782
-4.696822579570219e+26,48,23.357101
-4.963423360660391e+26,48,23.391586
-2.431332897512778e+26,48,23.426783
-1.0157107414985687e+27,48,23.460639
-1.1523413993412181e+27,48,23.494346
-1.2141952533207993e+27,48,23.530227
-5.045911610680194e+26,48,23.564679
-3.540533758101364e+26,48,23.59864
-1.1112522222123424e+26,48,23.633608
-5.522407514165391e+26,48,23.667235
-1.1181854530215733e+27,48,23.701099
-1.1390748832569807e+27,48,23.736138
-1.7341346673577962e+26,48,23.770086
-5.1991594659383924e+26,48,23.80379
-7.027908092025951e+26,48,23.838879
-1.1213830083964284e+26,48,23.872855
-5.892366447432986e+26,48,23.906444
-3.910770640861113e+26,48,23.94133
-1.1825194793746178e+27,48,23.975143
-6.734957661899265e+25,48,24.010203
-2.203941108354863e+26,48,24.043992
-4.03090662615929e+26,48,24.077911
-2.424257889133236e+27,48,24.11295
-2.923553195656781e+26,64,24.40419
-1.2552624488786642e+26,48,24.439059
-4.8857586972509443e+27,48,24.472625
-1.491407927778581e+26,48,24.506447
-7.461781799661717e+26,48,24.542719
-5.3661788019013876e+26,48,24.577189
-4.1710722543983325e+26,48,24.611505
-2.04581712128178e+26,48,24.646976
-5.8350833768094e+26,48,24.681448
-4.0055238431146615e+26,48,24.715831
-8.175040564267472e+26,48,24.751405
-2.072571491897201e+27,48,24.785945
-1.4617933590479021e+26,48,24.821645
-1.437027805942774e+27,48,24.855819
-8.184604989961755e+26,48,24.889502
-1.34266265632433e+27,48,25.071534
-1.2587647388229002e+26,48,25.105347
-1.193876772589777e+27,48,25.140449
-6.10010578717253e+26,48,25.174231
-2.6346322918468874e+26,48,25.208306
-1.9355224788803388e+26,48,25.243713
-2.9273760400154904e+26,48,25.277988
-5.706692956844953e+26,48,25.31179
-9.57714853334662e+26,48,25.346916
-6.226759159206071e+26,48,25.380728
-7.008867735844308e+26,48,25.414558
-1.2354761700317031e+27,48,25.449292
-1.107859693322294e+26,48,25.483191
-2.3825054525276282e+26,48,25.517427
-1.410474059509327e+27,48,25.553089
-5.1816324817405285e+26,48,25.587192
-5.472869468903873e+26,48,25.620988
-1.0229418657492333e+27,48,25.656085
-2.2269472866740043e+27,48,25.689842
-6.452855494823542e+26,48,25.723562
-8.987152992459378e+26,48,25.759227
-1.1486657676134825e+27,48,25.793456
-4.497311711033331e+26,48,25.827897
-1.4421189348904102e+27,48,25.863572
-3.1591892671208094e+26,48,25.897612
-3.109997350739049e+27,48,25.931823
-1.328945050262636e+26,48,25.967356
-2.0324263162841424e+27,48,26.001764
-1.3256659621545372e+26,48,26.03723
-4.191498276654814e+25,48,26.071719
-5.0822306895917237e+26,48,26.105873
-1.6961612148864934e+27,48,26.141775
-3.419993027948312e+27,48,26.176112
-7.969193481445502e+25,48,26.210553
-2.294242675195885e+26,48,26.246027
-2.980202300606107e+26,48,26.280237
-4.189532640484653e+26,48,26.314594
-3.900569332406866e+26,48,26.349877
-4.720698887656003e+25,48,26.384376
-1.46315457780422e+27,48,26.418714
-2.913058873447695e+26,48,26.454255
-3.145149315175458e+26,48,26.488393
-4.9500702921612524e+26,48,26.66747
-4.268674935773643e+26,48,26.701636
-5.9269157965161e+26,48,26.735704
-3.564849184828341e+25,48,26.770919
-1.6635988805159792e+26,48,26.805327
-6.270520747006702e+26,48,26.839719
-1.9878711900725698e+26,48,26.875898
-8.106961159189444e+25,48,26.910196
-3.715719300526539e+26,48,26.945196
-3.2539729352961054e+26,48,26.979234
-6.765914334472807e+26,48,27.013735
-1.4719301558137334e+27,48,27.049289
-3.337463510306523e+26,48,27.083547
-6.565364746514812e+25,48,27.117668
-2.3556637103648614e+27,48,27.153288
-8.098002305293135e+26,48,27.188082
-2.0692282748737593e+27,48,27.222584
-2.0047585961315988e+27,48,27.258398
-4.635843007206843e+26,48,27.292827
-2.6881828617471596e+26,48,27.326694
-2.5410537091385463e+26,48,27.362251
-1.7314536394497087e+26,48,27.396679
-2.889518576920505e+27,48,27.430994
-9.716943998659308e+25,48,27.466652
-1.9318196510501826e+26,48,27.501156
-4.9378281829530624e+26,48,27.535484
-2.0179413108130576e+27,48,27.571811
-6.5295419885538245e+25,48,27.606148
-8.621074822226544e+26,48,27.6405
-1.6632533914412244e+26,48,27.676123
