#{"t_start": 1722449809.196346, "env_id": "None"}
r,l,t
-1308483797021465.0,48,67.021348
-164560129227871.88,48,67.291404
-135772940158562.03,48,67.560253
-26779901866844.805,48,67.825768
-43256318733016.56,48,68.092875
-814912678791441.2,48,68.358314
-866512604783535.6,48,68.631523
-2045111899908709.8,48,68.907343
-106743731627585.28,48,69.208081
-1074246561192081.6,48,69.493577
-918683995532854.1,48,69.780397
-266756268641157.38,48,70.077058
-3247714280753574.0,48,70.35749
-181162881261281.72,48,70.652244
-1018139509837996.4,48,70.948811
-52324503080235.45,48,71.239908
-9981987819933.1,48,71.527429
-194427765367034.47,48,71.807168
-40102766782453.34,48,72.103925
-4731805458941.159,48,72.380196
-126391667600901.9,48,72.64906
-1602055347492289.8,48,72.933198
-1122207408475401.0,48,73.213066
-120715240095732.31,48,73.494988
-576034000028642.1,48,73.773591
-170617778255260.47,48,74.05268
-178239668387759.84,48,74.339162
-735676325212515.6,48,74.620178
-100597963807227.31,48,74.912228
-1834313642568727.0,48,75.194587
-1202216915350957.5,48,75.481489
-2091621982728715.2,48,75.761588
-350241994480241.1,48,76.047302
-304705721234688.7,48,76.32772
-644307958558866.0,48,76.609868
-581252322862897.8,48,76.893543
-32103919080823.605,48,77.17665
-145810177060504.2,48,77.47189
-476010324124859.4,48,77.750886
-6620717161505.618,48,78.033883
-163992868644839.6,48,78.313764
-71479240485394.55,48,78.605795
-166550261363317.03,48,78.891232
-241218706878422.56,48,79.175751
-2988203734577685.0,48,79.466842
-126779706453446.02,48,79.758182
-159693015220292.62,48,80.05182
-498200776311511.56,48,80.325531
-352044746688991.2,48,80.602931
-1018731711028376.4,48,80.882267
-82785544417045.34,48,81.155096
-4520368417780.875,48,81.433416
-2913137488234.9575,48,81.708169
-583471238769332.4,48,81.984209
-282136849081321.8,48,82.260221
-520369441648000.75,48,82.544698
-1681444563430612.2,48,82.83434
-488537761023293.7,48,83.117164
-9806525458678162.0,48,83.395515
-338898090828707.8,48,83.666939
-3280806226354459.0,48,83.9419
-192145369840866.12,48,84.217472
-438894460843831.94,48,84.521374
-90642857545486.03,48,84.832311
-4475525829033237.5,48,85.110779
-224402554220019.5,48,85.390197
-1025955435387902.5,48,85.67011
-28693439349229.188,48,85.952951
-6184639499904838.0,48,86.242
-52081242691938.836,48,86.527342
-322328241485718.94,48,86.817073
-1295759783705834.2,48,87.114482
-5025384271474991.0,48,87.396122
-1138041079582264.5,48,87.683484
-718929124018605.9,48,87.973357
-101326914495585.38,48,88.264464
-126753232753932.3,48,88.547905
-243962121128315.8,48,88.833119
-1533517162097259.8,48,89.117789
-27774254119705.88,48,89.39217
-210855122335745.1,48,89.670685
-112902554788016.64,48,89.950637
-192017991176300.8,48,90.234568
-54208386884304.07,48,90.512351
-401749788370297.94,48,90.793917
-2145535565791137.8,48,91.07904
-1312932948132738.5,48,91.360402
-1068633138186282.0,48,91.641723
-5331104226734266.0,48,91.920738
-126048895672748.4,48,92.199178
